smiles,source_dataset
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3cccc(NS(C)(=O)=O)c3)C2SC1,unique_smiles_B3DB_no_shared
O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1,unique_smiles_CHEMBL_no_shared
COc1ccc(OC)c(Sc2ccn3nc(C)c(-c4cnn(C)c4)c3n2)c1,unique_smiles_CHEMBL_no_shared
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,unique_smiles_B3DB_no_shared
Cc1[nH]nc(-c2ccncc2)c1-c1cc(F)c(N2CC3(C2)CS(=O)(=O)C3)c(F)c1,unique_smiles_CHEMBL_no_shared
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],unique_smiles_B3DB_no_shared
CN1C(=O)CC(c2ccccc2)C1=O,unique_smiles_B3DB_no_shared
Clc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1OCC1CCCCC1,unique_smiles_CHEMBL_no_shared
CCNc1nc(Nc2cn(C(C)(C)c3nnc(C)o3)nc2Cl)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
FC1CN(C2COC2)CCC1n1ncc(Nc2ncc(C(F)(F)F)c(C3CC3)n2)c1Cl,unique_smiles_CHEMBL_no_shared
Cc1n[nH]c2ncc(Nc3cncc(Cl)n3)cc12,unique_smiles_CHEMBL_no_shared
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,unique_smiles_B3DB_no_shared
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,unique_smiles_B3DB_no_shared
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,unique_smiles_B3DB_no_shared
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)s2)c1,unique_smiles_CHEMBL_no_shared
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,unique_smiles_B3DB_no_shared
CCOCC1(C(N)=S)C(c2ccc(OC)cc2)C1S(=O)(=O)CC,unique_smiles_B3DB_no_shared
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,unique_smiles_B3DB_no_shared
CC(Nc1c(C(N)=O)nnc2cc(-c3ccccc3S(C)(=O)=O)ccc12)C1CC1,unique_smiles_CHEMBL_no_shared
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,unique_smiles_B3DB_no_shared
CCCCC,unique_smiles_B3DB_no_shared
Cn1cncc1C(O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1,unique_smiles_CHEMBL_no_shared
CC1(N2CCN(c3cc4c(cnn4-c4cnn(C5CC5)c4)cc3Cl)CC2)COCC1O,unique_smiles_CHEMBL_no_shared
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
N#Cc1cnc(C(=O)Nc2ccc3[nH]nc(-c4ccoc4)c3c2)c(Br)c1,unique_smiles_CHEMBL_no_shared
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)[C+]1CCCCC1)C2,unique_smiles_B3DB_no_shared
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,unique_smiles_B3DB_no_shared
Cc1n[nH]c2ncc(-c3cncc(N4CCN(C)CC4)n3)cc12,unique_smiles_CHEMBL_no_shared
NC(=O)c1nnc2cc(-c3ccncc3)ccc2c1NCCCO,unique_smiles_CHEMBL_no_shared
CCn1cc(Cl)c2cnc(Nc3cn(C4CCN(C(=O)C5CCCC5)C4)nc3Cl)nc21,unique_smiles_CHEMBL_no_shared
CN(CCN)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,unique_smiles_CHEMBL_no_shared
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,unique_smiles_B3DB_no_shared
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,unique_smiles_B3DB_no_shared
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,unique_smiles_B3DB_no_shared
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,unique_smiles_B3DB_no_shared
COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,unique_smiles_CHEMBL_no_shared
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,unique_smiles_B3DB_no_shared
COc1ccncc1-c1ccc2[nH]nc(-c3cc(N4CC(C)OC(C)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC(=O)NC1CCN(c2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)CC1,unique_smiles_CHEMBL_no_shared
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,unique_smiles_B3DB_no_shared
Cc1cc(O)nc2[nH]nc(-c3cccc(-c4ccc(C#N)cc4)c3)c12,unique_smiles_CHEMBL_no_shared
CC(C)Oc1cc2c(-c3cc(N4CCOCC4C)ncn3)n[nH]c2cc1F,unique_smiles_CHEMBL_no_shared
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,unique_smiles_B3DB_no_shared
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,unique_smiles_B3DB_no_shared
CC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,unique_smiles_B3DB_no_shared
CN1CC(n2c(Cn3cncn3)nc3cnc4ccc(Cl)cc4c32)C(F)(F)C1,unique_smiles_CHEMBL_no_shared
Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1,unique_smiles_B3DB_no_shared
Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,unique_smiles_B3DB_no_shared
CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ccc5c4)c3)cc2C(F)(F)F)CC1,unique_smiles_CHEMBL_no_shared
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,unique_smiles_B3DB_no_shared
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,unique_smiles_B3DB_no_shared
CN1CCCCNc2nc(ncc2C(F)(F)F)Nc2cc(ccc2OC(F)(F)F)C1=O,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2ccc(C(=O)NCC(F)F)cc2OC)ncc1C#N,unique_smiles_CHEMBL_no_shared
C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,unique_smiles_B3DB_no_shared
CCCC(C)CC,unique_smiles_B3DB_no_shared
CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,unique_smiles_B3DB_no_shared
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,unique_smiles_B3DB_no_shared
CNc1nc(Nc2ccc(C(=O)N3CCN(C(C)=O)CC3)cc2OC)ncc1Cl,unique_smiles_CHEMBL_no_shared
CC(=O)NC1CCC(COc2nc(Nc3cnn(C(C)C)c3)ncc2F)CC1,unique_smiles_CHEMBL_no_shared
CC(C)n1cc(-c2cc(-c3ccc(C(=O)N4CCOCC4)c(Cl)c3)cnc2N)nn1,unique_smiles_CHEMBL_no_shared
O=C1CC(c2cccc(Br)c2)C(=O)N1,unique_smiles_B3DB_no_shared
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,unique_smiles_B3DB_no_shared
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,unique_smiles_B3DB_no_shared
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,unique_smiles_B3DB_no_shared
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CCl)O1,unique_smiles_B3DB_no_shared
CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,unique_smiles_B3DB_no_shared
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,unique_smiles_B3DB_no_shared
CC1C2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1,unique_smiles_B3DB_no_shared
CCOc1ccc2[nH]nc(-c3cc(N4CCOC(C)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,unique_smiles_B3DB_no_shared
CS(=O)(=O)N1CCN(c2cc(-n3ncc4ccc(C5(C#N)CC56CC6)cc43)ccn2)CC1,unique_smiles_CHEMBL_no_shared
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,unique_smiles_B3DB_no_shared
Fc1ccc2cc1-c1cnn3ccc(nc13)CCCN1CCCC1CO2,unique_smiles_CHEMBL_no_shared
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,unique_smiles_B3DB_no_shared
CNc1nc(Nc2sc(C(C)(C)C(N)=O)nc2Cl)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CNCC(O)c1cccc(O)c1,unique_smiles_B3DB_no_shared
N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(F)C4)c23)c1,unique_smiles_CHEMBL_no_shared
CN1CCN2c3ccccc3Cc3ccccc3C2C1,unique_smiles_B3DB_no_shared
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,unique_smiles_B3DB_no_shared
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,unique_smiles_B3DB_no_shared
CC=CC(=O)N(CC)C(CC)C(=O)N(C)C,unique_smiles_B3DB_no_shared
CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,unique_smiles_B3DB_no_shared
COc1cc(CCN)cc(OC)c1OC,unique_smiles_B3DB_no_shared
CC1CN(c2cc(-c3n[nH]c4ccc(-c5ccc6nncn6c5)cc34)ncn2)CC(C)O1,unique_smiles_CHEMBL_no_shared
Nc1nc(-c2ccccn2)c(-c2ccc3ncccc3n2)s1,unique_smiles_CHEMBL_no_shared
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,unique_smiles_B3DB_no_shared
Cc1cc(C#N)cc(C)c1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1,unique_smiles_CHEMBL_no_shared
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,unique_smiles_B3DB_no_shared
Cc1nc(N2CCc3ccccc3CC2)c([N+](=O)[O-])c(=O)[nH]1,unique_smiles_B3DB_no_shared
c1cc2[nH]nc(-c3cnn(C4CCCC4)c3)c2c(NC2CCOCC2)n1,unique_smiles_CHEMBL_no_shared
C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,unique_smiles_B3DB_no_shared
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,unique_smiles_B3DB_no_shared
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,unique_smiles_B3DB_no_shared
COCCN1CCN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CC1=O,unique_smiles_CHEMBL_no_shared
CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O,unique_smiles_B3DB_no_shared
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,unique_smiles_B3DB_no_shared
CCOc1nc(Nc2ccc(C(=O)N3CC4(COC4)C3)cc2OC)nc2[nH]ccc12,unique_smiles_CHEMBL_no_shared
C=Cc1ccc2c(NC(C)C)c(C(N)=O)nnc2c1,unique_smiles_CHEMBL_no_shared
CCNc1nc(Nc2cc(C3CC3C(N)=O)nn2C2CC2)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1,unique_smiles_B3DB_no_shared
c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,unique_smiles_B3DB_no_shared
CN1c2ccn3ncc(c3n2)-c2cc(ccc2F)OCCN2CCC1C2,unique_smiles_CHEMBL_no_shared
CN(C)C1C(=O)C(C(=O)NCNC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,unique_smiles_B3DB_no_shared
Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,unique_smiles_B3DB_no_shared
CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,unique_smiles_B3DB_no_shared
c1ccc2c(-c3cc(N4CCOCC4)ncn3)[nH]nc2c1,unique_smiles_CHEMBL_no_shared
CNC(=O)Nc1ccc2c(c1)CCC21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)C(C)C(F)(F)F)C1=O,unique_smiles_CHEMBL_no_shared
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,unique_smiles_B3DB_no_shared
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,unique_smiles_B3DB_no_shared
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,unique_smiles_B3DB_no_shared
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O,unique_smiles_B3DB_no_shared
CCN(CC)CCOC(=O)c1ccc(N)cc1,unique_smiles_B3DB_no_shared
CC1CN(c2ccc(Nc3ncc(Cl)c(OCC4CCC(O)CC4)n3)cc2)CC(C)O1,unique_smiles_CHEMBL_no_shared
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
C=CCCCCCCC,unique_smiles_B3DB_no_shared
CC(C)Oc1cc2c(-c3cc(N4CCC(F)(CO)CC4)ncn3)n[nH]c2cc1F,unique_smiles_CHEMBL_no_shared
Cc1[nH]c(-c2ccccc2)nc1CC#N,unique_smiles_B3DB_no_shared
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,unique_smiles_B3DB_no_shared
CN1CCC23c4c5ccc(O)c4OC2C(C)(O)CCC3C1C5,unique_smiles_B3DB_no_shared
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,unique_smiles_B3DB_no_shared
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,unique_smiles_B3DB_no_shared
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,unique_smiles_B3DB_no_shared
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,unique_smiles_CHEMBL_no_shared
CNCC1CCC(COc2nc(Nc3cnn(C4CC(C#N)C4)c3C)ncc2Cl)CC1,unique_smiles_CHEMBL_no_shared
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,unique_smiles_B3DB_no_shared
COc1cc2c(cc1OC)C(c1ccccc1)CN(C)CC2,unique_smiles_B3DB_no_shared
CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,unique_smiles_B3DB_no_shared
c1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cc(N2CCC2)n1,unique_smiles_CHEMBL_no_shared
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,unique_smiles_B3DB_no_shared
CCCCCOc1ccccc1C(=CSC)n1ccnc1,unique_smiles_B3DB_no_shared
CN=C(NC#N)NCCSCC1=NC=NC1C,unique_smiles_B3DB_no_shared
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2cnn(C3CC(n4nccn4)C3)c2C2CC2)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(N2CCC3(CC2)CNC(=O)C3)cc1,unique_smiles_CHEMBL_no_shared
CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,unique_smiles_B3DB_no_shared
COc1cc(C(=O)N2CCOCC2)ccc1Nc1ncc(Cl)c(NCCC2CC2)n1,unique_smiles_CHEMBL_no_shared
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,unique_smiles_B3DB_no_shared
O=c1[nH]cc(F)c(=O)[nH]1,unique_smiles_B3DB_no_shared
CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(F)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CN1C(=O)C2C(N=CN2C)N(C)C1=O,unique_smiles_B3DB_no_shared
C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1c(C)cccc1Cl,unique_smiles_CHEMBL_no_shared
C=CC(N)CCC(=O)O,unique_smiles_B3DB_no_shared
CC1(N2CCC(c3cc4cc(NC(=O)C5CC5c5ccccn5)ncc4cc3F)CC2)COCC1O,unique_smiles_CHEMBL_no_shared
C=C1CC(C)C2C3Cc4ccc(O)cc4C2(CCN3CC2CCC2)C1,unique_smiles_B3DB_no_shared
CC1CN(c2ccc(Nc3ncc(F)c(OCC4CCC(F)(F)CC4)n3)cc2)CC(C)O1,unique_smiles_CHEMBL_no_shared
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCOCCOCCOCCOCCC(=O)N2CCN(c3cc(-c4n[nH]c5ccc(OC6(C)CC6)cc45)ncn3)CC2)C(C)(C)C)cc1,unique_smiles_CHEMBL_no_shared
CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC,unique_smiles_B3DB_no_shared
CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(N5CCOCC5)c4)c3c2)Cn2nnnc2N1C,unique_smiles_CHEMBL_no_shared
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,unique_smiles_B3DB_no_shared
CCc1ccc(C(C)CCc2ccc([N+](C)(C)C)cc2)cc1,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2cnn(C3CCCn4ccnc43)c2C)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,unique_smiles_B3DB_no_shared
COc1cc(-c2cnc(N)c(-c3cn(C(C)C)nn3)c2)ccc1CN1CCOCC1,unique_smiles_CHEMBL_no_shared
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,unique_smiles_B3DB_no_shared
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,unique_smiles_B3DB_no_shared
CC1COCC(C)N1c1cc(-c2n[nH]c3ccc(OC4(C)CC4)cc23)ncn1,unique_smiles_CHEMBL_no_shared
CN(c1ccccc1)c1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,unique_smiles_CHEMBL_no_shared
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,unique_smiles_B3DB_no_shared
CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,unique_smiles_B3DB_no_shared
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,unique_smiles_B3DB_no_shared
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,unique_smiles_CHEMBL_no_shared
CSc1sc(-c2cc[nH]n2)c2c1C(=O)NC1(CC1)C2,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2cc(OC)c(-c3ccnn3C)cc2Cl)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
Cc1nn(C2CCn3cnnc32)cc1Nc1ncc(C(F)(F)F)c(C2CC2)n1,unique_smiles_CHEMBL_no_shared
CN1CCC23c4c5ccc(O)c4OC2(C)C(=O)CCC3C1C5,unique_smiles_B3DB_no_shared
CN1C(=O)CC(C)(c2ccccc2)C1=O,unique_smiles_B3DB_no_shared
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,unique_smiles_B3DB_no_shared
CNCCc1ccccn1,unique_smiles_B3DB_no_shared
COCC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC5(CCNC5=O)CC4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,unique_smiles_B3DB_no_shared
CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,unique_smiles_B3DB_no_shared
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,unique_smiles_B3DB_no_shared
CC(C)(C)C1CCCCC1,unique_smiles_B3DB_no_shared
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,unique_smiles_B3DB_no_shared
CCCC(Cc1ccccc1)N1CCCC1,unique_smiles_B3DB_no_shared
CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,unique_smiles_B3DB_no_shared
CC(C)Cc1ccc2[nH]nc(-c3cc(N4CCOCC4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,unique_smiles_B3DB_no_shared
Cc1c(C(=O)Nc2ccc3[nH]nc(C4CC4)c3c2)ncc(C#N)c1C(F)(F)F,unique_smiles_CHEMBL_no_shared
Cc1ccc(C(=O)NCC2CN=C(c3ccc(F)cc3)c3ccc(C)cc3N2C)cc1,unique_smiles_B3DB_no_shared
CNC(=O)c1ccc2c(c1)ncn2-c1ccc(CC(=O)OC(C)(C)C)cc1,unique_smiles_CHEMBL_no_shared
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2cnn(C3CC(N4CCOCC4)C3)c2C)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(S(C)(=O)=O)CC4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,unique_smiles_B3DB_no_shared
CNc1nc(Nc2ccc(C(F)(F)F)cc2OC)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CNC(=O)NC(O)C(Cl)(Cl)Cl,unique_smiles_B3DB_no_shared
Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C(C)C)c1,unique_smiles_CHEMBL_no_shared
N#CC(=Cc1ccc(O)cc1)C(C#N)=Cc1ccc(O)cc1,unique_smiles_B3DB_no_shared
CCOc1ccc2[nH]nc(-c3cc(N4CCN(S(C)(=O)=O)CC4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,unique_smiles_B3DB_no_shared
CNc1nc(Nc2ccc(S(C)(=O)=O)cc2Cl)ncc1Cl,unique_smiles_CHEMBL_no_shared
COc1ccc(N(c2nc(C)c(C)s2)S(C)(=O)=O)cc1CNC1CCCNC1c1ccccc1,unique_smiles_B3DB_no_shared
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,unique_smiles_B3DB_no_shared
CC1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCN1CCC(F)(F)F,unique_smiles_CHEMBL_no_shared
COCCOc1ccc2[nH]nc(-c3cc(N4CCOC(C)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(OC)cc1)CN2,unique_smiles_B3DB_no_shared
COc1nc(Nc2cn(C(C)(C)C#N)nc2C)nc2[nH]cc(C(F)(F)F)c12,unique_smiles_CHEMBL_no_shared
CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,unique_smiles_B3DB_no_shared
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,unique_smiles_B3DB_no_shared
FC(F)(F)c1cccc(Sc2ccc3nnc(-c4ccccn4)n3n2)c1,unique_smiles_CHEMBL_no_shared
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,unique_smiles_CHEMBL_no_shared
CS(=O)(=O)c1ccc(-c2ccc3c(NC4CCOC4)c(C(N)=O)nnc3c2)cc1,unique_smiles_CHEMBL_no_shared
Cc1cc(=O)[nH]nc1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)c(Cl)c1,unique_smiles_CHEMBL_no_shared
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,unique_smiles_B3DB_no_shared
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,unique_smiles_B3DB_no_shared
