merged_index,smiles,original_index,source_dataset
2417,COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1,2418,unique_smiles_CHEMBL_no_shared
2418,COc1cc(C(=O)NCCOCCOCCOCCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1,2419,unique_smiles_CHEMBL_no_shared
2419,COc1cc(C(=O)Nc2ccc3[nH]nc(-c4cnco4)c3c2)nc(C)c1C#N,2420,unique_smiles_CHEMBL_no_shared
2420,COc1cc(C(=O)Nc2ccc3[nH]nc(-c4cnco4)c3c2)ncc1C#N,2421,unique_smiles_CHEMBL_no_shared
2421,COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1,2422,unique_smiles_CHEMBL_no_shared
2422,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,2423,unique_smiles_CHEMBL_no_shared
2423,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,2424,unique_smiles_CHEMBL_no_shared
2424,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,2425,unique_smiles_CHEMBL_no_shared
2425,COc1cc(C=NNc2ncnc3c2cnn3Cc2ccccc2)ccc1O,2426,unique_smiles_CHEMBL_no_shared
2426,COc1cc(CC(=O)N2CCOCC2)ccc1Nc1ncc(Br)c(OC)n1,2427,unique_smiles_CHEMBL_no_shared
2427,COc1cc(F)cc(-c2c[nH]c3ncnc(N(C)C)c23)c1,2428,unique_smiles_CHEMBL_no_shared
2428,COc1cc(F)cc(-c2c[nH]c3ncnc(N4CCC(F)CC4)c23)c1,2429,unique_smiles_CHEMBL_no_shared
2429,COc1cc(F)cc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)c1,2430,unique_smiles_CHEMBL_no_shared
2430,COc1cc(F)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,2431,unique_smiles_CHEMBL_no_shared
2431,COc1cc(F)cc(-c2n[nH]c3ccc(NC(=O)c4ncc(C#N)cc4C)cc23)c1,2432,unique_smiles_CHEMBL_no_shared
2432,COc1cc(N(C)c2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC,2433,unique_smiles_CHEMBL_no_shared
2433,COc1cc(N2CCC(N3CCN(C(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,2434,unique_smiles_CHEMBL_no_shared
2434,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,2435,unique_smiles_CHEMBL_no_shared
2435,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2436,unique_smiles_CHEMBL_no_shared
2436,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2437,unique_smiles_CHEMBL_no_shared
2437,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NC[C@@H](O)CO)c2cc[nH]c2n1,2438,unique_smiles_CHEMBL_no_shared
2438,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1,2439,unique_smiles_CHEMBL_no_shared
2439,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(=O)O)c2cc[nH]c2n1,2440,unique_smiles_CHEMBL_no_shared
2440,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1,2441,unique_smiles_CHEMBL_no_shared
2441,COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,2442,unique_smiles_CHEMBL_no_shared
2442,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(C)c2c(n1)N(C)c1ccccc1C(=O)N2C,2443,unique_smiles_CHEMBL_no_shared
2443,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C(C)C)c1ccccc1C(=O)N2C,2444,unique_smiles_CHEMBL_no_shared
2444,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1cc(C)ccc1C(=O)N2C,2445,unique_smiles_CHEMBL_no_shared
2445,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1cc(Cl)ccc1C(=O)N2C,2446,unique_smiles_CHEMBL_no_shared
2446,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccc(C)cc1C(=O)N2C,2447,unique_smiles_CHEMBL_no_shared
2447,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccc(Cl)cc1C(=O)N2C,2448,unique_smiles_CHEMBL_no_shared
2448,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccc(F)cc1C(=O)N2C,2449,unique_smiles_CHEMBL_no_shared
2449,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2,2450,unique_smiles_CHEMBL_no_shared
2450,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2451,unique_smiles_CHEMBL_no_shared
2451,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C(C)C,2452,unique_smiles_CHEMBL_no_shared
2452,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2CC(F)(F)F,2453,unique_smiles_CHEMBL_no_shared
2453,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCC1)c1ccccc1C(=O)N2C,2454,unique_smiles_CHEMBL_no_shared
2454,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)c1ccccc1C(=O)N2C,2455,unique_smiles_CHEMBL_no_shared
2455,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(Cc1ccccc1)c1ccccc1C(=O)N2C,2456,unique_smiles_CHEMBL_no_shared
2456,COc1cc(N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2457,unique_smiles_CHEMBL_no_shared
2457,COc1cc(N2CCNCC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2458,unique_smiles_CHEMBL_no_shared
2458,COc1cc(N2CCOC2=O)ccc1-c1ccc(OC)c(-c2ccc3c(N[C@H](C)C4CC4)c(C(N)=O)nnc3c2)c1,2459,unique_smiles_CHEMBL_no_shared
2459,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,2460,unique_smiles_CHEMBL_no_shared
2460,COc1cc(N2CCOCC2)ccc1Nc1ncc(F)c(Nc2ccccc2NS(C)(=O)=O)n1,2461,unique_smiles_CHEMBL_no_shared
2461,COc1cc(N2CCOCC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2462,unique_smiles_CHEMBL_no_shared
2462,COc1cc(N2CCOCC2=O)ccc1-c1ccc(OC)c(-c2ccc3c(N[C@H](C)C4CC4)c(C(N)=O)nnc3c2)c1,2463,unique_smiles_CHEMBL_no_shared
2463,COc1cc(NCCN(C)C)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2464,unique_smiles_CHEMBL_no_shared
2464,COc1cc(NS(C)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,2465,unique_smiles_CHEMBL_no_shared
2465,COc1cc(NS(C)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C(C)C,2466,unique_smiles_CHEMBL_no_shared
2466,COc1cc(NS(C)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2CC(F)(F)F,2467,unique_smiles_CHEMBL_no_shared
2467,COc1cc(Nc2[nH]nc3ccnc(OC4CCOCC4)c23)ccn1,2468,unique_smiles_CHEMBL_no_shared
2468,COc1cc(Nc2nc(C)cc(-c3cnn4nc(OC)ccc34)n2)cc(C(F)(F)F)c1,2469,unique_smiles_CHEMBL_no_shared
2469,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,2470,unique_smiles_CHEMBL_no_shared
2470,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,2471,unique_smiles_CHEMBL_no_shared
2471,COc1cc(Nc2ncc(Cl)c(OC)n2)c(Cl)cc1C(=O)N1CCOCC1,2472,unique_smiles_CHEMBL_no_shared
2472,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,2473,unique_smiles_CHEMBL_no_shared
2473,COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC,2474,unique_smiles_CHEMBL_no_shared
2474,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,2475,unique_smiles_CHEMBL_no_shared
2475,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,2476,unique_smiles_CHEMBL_no_shared
2476,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,2477,unique_smiles_CHEMBL_no_shared
2477,COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,2478,unique_smiles_CHEMBL_no_shared
2478,COc1cc(Nc2ncnc(N3CCCc4cc(C)ccc43)n2)cc(OC)c1OC,2479,unique_smiles_CHEMBL_no_shared
2479,COc1cc(OC)c(Cl)c(N2Cc3cnc(Nc4ccc(F)cc4)nc3N(C3CCN(C(=O)/C=C/CN(C)C)CC3)C2=O)c1Cl,2480,unique_smiles_CHEMBL_no_shared
2480,COc1cc(OCCN(C)C)ccc1/C=C1/C(=O)Nc2ccc(Cl)cc21,2481,unique_smiles_CHEMBL_no_shared
2481,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,2482,unique_smiles_CHEMBL_no_shared
2482,COc1cc(Sc2ccc3nnc(-c4cnn(C)c4)n3n2)c(OC)nn1,2483,unique_smiles_CHEMBL_no_shared
2483,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,2484,unique_smiles_CHEMBL_no_shared
2484,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,2485,unique_smiles_CHEMBL_no_shared
2485,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,2486,unique_smiles_CHEMBL_no_shared
2486,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2487,unique_smiles_CHEMBL_no_shared
2487,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,2488,unique_smiles_CHEMBL_no_shared
2488,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,2489,unique_smiles_CHEMBL_no_shared
2489,COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,2490,unique_smiles_CHEMBL_no_shared
2490,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,2491,unique_smiles_CHEMBL_no_shared
2491,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2,2492,unique_smiles_CHEMBL_no_shared
2492,COc1cc2c(cc1Nc1nc(Nc3ccccc3S(=O)(=O)N(C)C)c3c(-c4cccnc4)c[nH]c3n1)CN(C)CC2,2493,unique_smiles_CHEMBL_no_shared
2493,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2,2494,unique_smiles_CHEMBL_no_shared
2494,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2(C)C,2495,unique_smiles_CHEMBL_no_shared
2495,COc1cc2cc(c1)C(=O)N(C)CCCCNc1nc(ncc1Cl)N2,2496,unique_smiles_CHEMBL_no_shared
2496,COc1cc2cc(c1)C(=O)N(C)CCCNc1nc(ncc1C(F)(F)F)N2,2497,unique_smiles_CHEMBL_no_shared
2497,COc1cc2nc(C)nc(N[C@H](C)c3cccc(-c4cn[nH]c4)c3)c2cc1OC,2498,unique_smiles_CHEMBL_no_shared
2498,COc1cc2nc(NC3CC3)nc(NC3CCN(C(C)C)CC3)c2cc1OC.O=C(O)C(F)(F)F,2499,unique_smiles_CHEMBL_no_shared
2499,COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC,2500,unique_smiles_CHEMBL_no_shared
2500,COc1cc2ncn(-c3cc(OCCc4ccccc4)c(C(N)=O)s3)c2cc1OC,2501,unique_smiles_CHEMBL_no_shared
2501,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)N(C)C)s3)c2cc1OC,2502,unique_smiles_CHEMBL_no_shared
2502,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC,2503,unique_smiles_CHEMBL_no_shared
2503,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,2504,unique_smiles_CHEMBL_no_shared
2504,COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,2505,unique_smiles_CHEMBL_no_shared
2505,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,2506,unique_smiles_CHEMBL_no_shared
2506,COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC,2507,unique_smiles_CHEMBL_no_shared
2507,COc1cc2ncn(-c3cc(O[C@@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,2508,unique_smiles_CHEMBL_no_shared
2508,COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,2509,unique_smiles_CHEMBL_no_shared
2509,COc1cc2ncnc(N[C@H](C)c3cccc4ccccc34)c2cc1OC,2510,unique_smiles_CHEMBL_no_shared
2510,COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC.Cl,2511,unique_smiles_CHEMBL_no_shared
2511,COc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1OC.Cl,2512,unique_smiles_CHEMBL_no_shared
2512,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)CC(C)C)c3)c2cc1OC,2513,unique_smiles_CHEMBL_no_shared
2513,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)CC(F)(F)F)c3)c2cc1OC,2514,unique_smiles_CHEMBL_no_shared
2514,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)c4ccccc4)c3)c2cc1OC,2515,unique_smiles_CHEMBL_no_shared
2515,COc1cc2ncnc(Nc3cccc(NS(=O)(=O)c4cccs4)c3)c2cc1OC,2516,unique_smiles_CHEMBL_no_shared
2516,COc1cc2ncnc(Nc3cccc(NS(C)(=O)=O)c3)c2cc1OC,2517,unique_smiles_CHEMBL_no_shared
2517,COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,2518,unique_smiles_CHEMBL_no_shared
2518,COc1ccc(-c2cc3c(N)ncnc3o2)cc1,2519,unique_smiles_CHEMBL_no_shared
2519,COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,2520,unique_smiles_CHEMBL_no_shared
2520,COc1ccc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cn1,2521,unique_smiles_CHEMBL_no_shared
2521,COc1ccc(-c2ccc3[nH]nc(-c4cc(N5C[C@@H](C)O[C@@H](C)C5)ncn4)c3c2)cn1,2522,unique_smiles_CHEMBL_no_shared
2522,COc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)cc1,2523,unique_smiles_CHEMBL_no_shared
2523,COc1ccc(-c2ccncc2)cc1C(N)=O,2524,unique_smiles_CHEMBL_no_shared
2524,COc1ccc(-c2coc3ncnc(N)c23)cc1,2525,unique_smiles_CHEMBL_no_shared
2525,COc1ccc(-c2n[nH]c3ccc(NC(=O)c4ncc(C#N)cc4C)cc23)cc1,2526,unique_smiles_CHEMBL_no_shared
2526,COc1ccc(-c2n[nH]c3ccc(NC(=O)c4ncc(C#N)cc4C)cc23)cn1,2527,unique_smiles_CHEMBL_no_shared
2527,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,2528,unique_smiles_CHEMBL_no_shared
2528,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,2529,unique_smiles_CHEMBL_no_shared
2529,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,2530,unique_smiles_CHEMBL_no_shared
2530,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,2531,unique_smiles_CHEMBL_no_shared
2531,COc1ccc(-c2nnc3c(NCCN4CCOCC4)cccn23)cc1OC,2532,unique_smiles_CHEMBL_no_shared
2532,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1.Cl,2533,unique_smiles_CHEMBL_no_shared
2533,COc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1,2534,unique_smiles_CHEMBL_no_shared
2534,COc1ccc(-n2cccn2)cc1-c1ccc2c(N[C@H](C)C3CC3)c(C(N)=O)nnc2c1,2535,unique_smiles_CHEMBL_no_shared
2535,COc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)cc1,2536,unique_smiles_CHEMBL_no_shared
2536,COc1ccc(/C=N/Nc2cc(C)c3ccccc3n2)cc1,2537,unique_smiles_CHEMBL_no_shared
2537,COc1ccc(/C=N/Nc2ccc3ccccc3n2)cc1,2538,unique_smiles_CHEMBL_no_shared
2538,COc1ccc(/C=N/Nc2ccccn2)cc1,2539,unique_smiles_CHEMBL_no_shared
2539,COc1ccc(/C=N/Nc2nc(C)cc(C)c2C#N)cc1,2540,unique_smiles_CHEMBL_no_shared
2540,COc1ccc(/C=N/Nc2nc3c(c(-c4ccccc4)c2C#N)CCCC3)cc1,2541,unique_smiles_CHEMBL_no_shared
2541,COc1ccc(/C=N/Nc2ncccc2Cl)cc1OC,2542,unique_smiles_CHEMBL_no_shared
2542,COc1ccc(/N=C2\C(=O)Nc3ccccc32)cc1,2543,unique_smiles_CHEMBL_no_shared
2543,COc1ccc(Br)cc1-c1ccc2c(N[C@H](C)C3CC3)c(C(N)=O)nnc2c1,2544,unique_smiles_CHEMBL_no_shared
2544,COc1ccc(C#N)c(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c1,2545,unique_smiles_CHEMBL_no_shared
2545,COc1ccc(C#N)cc1-c1c[nH]c2ncnc(N3CCC[C@H](C)C3)c12,2546,unique_smiles_CHEMBL_no_shared
2546,COc1ccc(C#N)cc1-c1c[nH]c2ncnc(N3C[C@H](C)C[C@H](C)C3)c12,2547,unique_smiles_CHEMBL_no_shared
2547,COc1ccc(C#N)cc1Sc1ccc2nnc(-c3cnn(C)c3)n2n1,2548,unique_smiles_CHEMBL_no_shared
2548,COc1ccc(C(=O)N(C)C)cc1-c1ccc2c(N[C@H](C)C3CC3)c(C(N)=O)nnc2c1,2549,unique_smiles_CHEMBL_no_shared
2549,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,2550,unique_smiles_CHEMBL_no_shared
2550,COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC,2551,unique_smiles_CHEMBL_no_shared
2551,COc1ccc(C(C)C)cc1Sc1ccc2nnc(-c3cnn(C)c3)n2n1,2552,unique_smiles_CHEMBL_no_shared
2552,COc1ccc(C2=C(N3CCc4ccccc43)C(=O)NC2=O)cc1,2553,unique_smiles_CHEMBL_no_shared
2553,COc1ccc(C2=NNc3cccc4c(OC)ccc2c34)cc1OC,2554,unique_smiles_CHEMBL_no_shared
2554,COc1ccc(CN(C)C)cc1Nc1nccc(-c2c(-c3cccc(NC(=O)Cc4ccccc4)c3)nc3sccn23)n1,2555,unique_smiles_CHEMBL_no_shared
2555,COc1ccc(CN(C)C)cc1Nc1nccc(-c2c(-c3cccc(NC(=O)c4c(F)cccc4F)c3)nc3sccn23)n1,2556,unique_smiles_CHEMBL_no_shared
2556,COc1ccc(CNC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1,2557,unique_smiles_CHEMBL_no_shared
2557,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,2558,unique_smiles_CHEMBL_no_shared
2558,COc1ccc(COc2ccc(Br)cc2C(=O)Nc2cccnc2)cc1,2559,unique_smiles_CHEMBL_no_shared
2559,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,2560,unique_smiles_CHEMBL_no_shared
2560,COc1ccc(Cl)cc1-c1c[nH]c2ncnc(N(C)C)c12,2561,unique_smiles_CHEMBL_no_shared
2561,COc1ccc(Cl)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,2562,unique_smiles_CHEMBL_no_shared
2562,COc1ccc(Cl)cc1Sc1ccc2nnc(-c3cnn(C)c3)n2n1,2563,unique_smiles_CHEMBL_no_shared
2563,COc1ccc(F)c(Cl)c1-c1c[nH]c2ncnc(N3CCOCC3)c12,2564,unique_smiles_CHEMBL_no_shared
2564,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,2565,unique_smiles_CHEMBL_no_shared
2565,COc1ccc(F)cc1-c1c[nH]c2ncnc(N(C)C)c12,2566,unique_smiles_CHEMBL_no_shared
2566,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCC(F)CC3)c12,2567,unique_smiles_CHEMBL_no_shared
2567,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCC3)c12,2568,unique_smiles_CHEMBL_no_shared
2568,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCCC(F)C3)c12,2569,unique_smiles_CHEMBL_no_shared
2569,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOC(c4noc(C)n4)C3)c12,2570,unique_smiles_CHEMBL_no_shared
2570,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,2571,unique_smiles_CHEMBL_no_shared
2571,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCO[C@@H](C)C3)c12,2572,unique_smiles_CHEMBL_no_shared
2572,COc1ccc(F)cc1-c1c[nH]c2ncnc(N3CC[C@H](F)C3)c12,2573,unique_smiles_CHEMBL_no_shared
2573,COc1ccc(F)cc1-c1ccc2c(NC(C)C)c(C(N)=O)nnc2c1,2574,unique_smiles_CHEMBL_no_shared
2574,COc1ccc(N2C(=O)COc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc32)cc1,2575,unique_smiles_CHEMBL_no_shared
2575,COc1ccc(N2CCOC2=O)cc1-c1ccc2c(N[C@H](C)C3CC3)c(C(N)=O)nnc2c1,2576,unique_smiles_CHEMBL_no_shared
2576,COc1ccc(N2CCOCC2=O)cc1-c1ccc2c(N[C@H](C)C3CC3)c(C(N)=O)nnc2c1,2577,unique_smiles_CHEMBL_no_shared
2577,COc1ccc(N=C2C(=O)N(Cc3ccccc3)c3ccccc32)cc1,2578,unique_smiles_CHEMBL_no_shared
2578,COc1ccc(N=C2C(=O)Nc3ccccc32)c(OC)c1,2579,unique_smiles_CHEMBL_no_shared
2579,COc1ccc(N=C2C(=O)Nc3ccccc32)cc1OC,2580,unique_smiles_CHEMBL_no_shared
2580,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)(C)O)c5)cnc(N)c34)cc2)cc1,2581,unique_smiles_CHEMBL_no_shared
2581,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(O)CO)c5)cnc(N)c34)cc2)cc1,2582,unique_smiles_CHEMBL_no_shared
2582,COc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c(C#N)c1,2583,unique_smiles_CHEMBL_no_shared
2583,COc1ccc(Nc2ncc(-c3ccccc3)o2)cc1OC.Cl,2584,unique_smiles_CHEMBL_no_shared
2584,COc1ccc(OC)c(C(=O)c2ccc3nnc(-c4cnn(C)c4)n3n2)c1,2585,unique_smiles_CHEMBL_no_shared
2585,COc1ccc(OC)c(C(F)(F)c2ccc3nnc(-c4cnn(C)c4)n3n2)c1,2586,unique_smiles_CHEMBL_no_shared
2586,COc1ccc(OC)c(C(O)c2ccc3nnc(-c4cnn(C)c4)n3n2)c1,2587,unique_smiles_CHEMBL_no_shared
2587,COc1ccc(OC)c(Cc2ccc3nnc(-c4cnn(C)c4)n3n2)c1,2588,unique_smiles_CHEMBL_no_shared
2588,COc1ccc(OC)c(N(C)c2ccc3nnc(-c4cnn(C)c4)n3n2)c1,2589,unique_smiles_CHEMBL_no_shared
2589,COc1ccc(OC)c(Nc2ccc3nnc(-c4ccccc4)n3n2)c1,2590,unique_smiles_CHEMBL_no_shared
2590,COc1ccc(OC)c(Oc2ccc3nnc(-c4ccccc4)n3n2)c1,2591,unique_smiles_CHEMBL_no_shared
2591,COc1ccc(OC)c(Oc2ccc3nnc(-c4cnn(C)c4)n3n2)c1,2592,unique_smiles_CHEMBL_no_shared
2592,COc1ccc(OC)c(Sc2cc(C)c3nnc(-c4cnn(C)c4)n3n2)c1,2593,unique_smiles_CHEMBL_no_shared
2593,COc1ccc(OC)c(Sc2ccc3nc(C)c(-c4cnn(C)c4)n3n2)c1,2594,unique_smiles_CHEMBL_no_shared
2594,COc1ccc(OC)c(Sc2ccc3ncc(-c4cnn(C)c4)n3c2)c1,2595,unique_smiles_CHEMBL_no_shared
2595,COc1ccc(OC)c(Sc2ccc3ncc(-c4cnn(C)c4)n3n2)c1,2596,unique_smiles_CHEMBL_no_shared
2596,COc1ccc(OC)c(Sc2ccc3ncn(-c4cnn(C)c4)c3n2)c1,2597,unique_smiles_CHEMBL_no_shared
2597,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccccc4)n3n2)c1,2598,unique_smiles_CHEMBL_no_shared
2598,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccccn4)n3n2)c1,2599,unique_smiles_CHEMBL_no_shared
